idx,symbol,price_1,qty_ratio_1,price_2,qty_ratio_2,price_3,qty_ratio_3,qty_total,price_item_count,future_buy_price,future_sell_price
0,1101,44.0,0.7384,44.34,0.1954,44.94,0.0491,59639,41,44.3,42.95
1,1101,43.99,0.733,44.27,0.067,44.77,0.0297,53583,26,44.0,42.9
2,1101,43.2,0.1919,44.01,0.6064,44.81,0.0059,57079,43,44.25,43.45
3,1101,43.06,0.1941,43.42,0.1411,43.99,0.4399,61705,29,44.25,43.5
4,1101,43.12,0.1713,43.62,0.3461,44.01,0.1853,69903,28,44.15,43.85
5,1101,43.05,0.0441,43.64,0.5345,44.01,0.2265,60438,28,45.7,44.45
6,1101,43.67,0.5147,44.16,0.07,45.27,0.1417,61009,46,45.7,44.5
7,1101,43.75,0.1532,44.99,0.4078,45.46,0.1648,51231,45,45.0,44.65
8,1101,44.59,0.1335,45.05,0.4166,45.49,0.1304,51309,38,45.25,44.35
9,1101,44.72,0.4293,45.04,0.2949,45.59,0.0114,35521,24,45.15,44.3
10,1101,44.5,0.0563,44.75,0.5094,44.98,0.1533,31495,19,45.15,44.4
11,1102,33.5,0.4398,33.72,0.3001,34.13,0.0221,15985,27,33.85,32.6
12,1102,33.42,0.3571,33.63,0.4046,33.91,0.1156,13611,23,33.5,32.25
13,1102,32.72,0.1176,33.06,0.1412,33.5,0.3774,14520,27,33.3,32.3
14,1102,32.5,0.1585,32.89,0.2941,33.5,0.166,19328,33,33.35,32.75
15,1102,32.47,0.104,32.79,0.1745,33.06,0.5387,36891,26,33.6,33.45
16,1102,32.46,0.1038,32.81,0.1969,33.07,0.5068,36941,27,34.65,33.7
17,1102,32.6,0.0862,33.07,0.535,34.35,0.1152,39530,48,34.8,33.75
18,1102,33.0,0.1504,33.94,0.3208,34.51,0.2845,24001,41,34.3,33.7
19,1102,33.88,0.375,34.17,0.1214,34.55,0.2208,22173,27,34.4,33.6
20,1102,33.84,0.4697,34.02,0.3265,34.32,0.1115,16695,22,34.0,33.6
21,1201,23.3,0.2262,23.8,0.2328,24.05,0.3842,6460,22,23.95,23.75
22,1201,23.27,0.1083,23.75,0.2683,24.02,0.2645,7524,21,24.2,23.65
23,1201,24.04,0.3314,24.31,0.0588,24.75,0.3879,6476,22,24.75,24.45
24,1201,24.13,0.1676,24.5,0.2532,24.75,0.4004,6718,22,24.85,24.45
25,1210,38.63,0.5062,39.11,0.1537,39.45,0.212,6244,27,39.0,38.65
26,1210,38.61,0.5064,38.77,0.2141,39.16,0.101,6676,21,39.65,39.6
27,1210,38.62,0.5714,38.82,0.1688,39.4,0.1488,6880,24,40.15,39.45
28,1210,38.74,0.2836,39.39,0.2398,39.85,0.2726,5454,34,39.95,39.45
29,1210,38.87,0.0189,39.42,0.2851,39.83,0.4297,5015,31,39.85,39.4
30,1215,58.32,0.2595,59.12,0.2357,59.61,0.2911,2686,21,58.6,58.3
31,1215,58.2,0.3383,58.48,0.4145,59.23,0.2245,2820,18,60.4,60.1
32,1215,58.3,0.5968,58.93,0.1096,59.77,0.0739,2654,24,61.0,60.5
33,1215,58.35,0.3224,59.74,0.1029,60.8,0.3398,2643,31,60.9,60.5
34,1215,58.73,0.0651,59.78,0.1283,60.74,0.5547,2120,28,60.9,60.1
35,1216,72.28,0.5237,72.81,0.0932,73.34,0.1584,16753,18,74.1,71.9
36,1216,72.31,0.2721,72.86,0.082,73.55,0.2823,15241,21,73.0,72.1
37,1216,72.11,0.1744,72.62,0.277,73.54,0.2509,22961,23,73.1,72.5
38,1216,72.34,0.2636,73.07,0.4479,73.65,0.1098,39875,22,74.0,73.9
39,1216,72.36,0.2573,73.08,0.4703,73.83,0.0657,41381,22,75.1,74.5
40,1216,72.49,0.1273,73.18,0.5139,74.7,0.1492,37612,31,75.2,74.6
41,1216,73.08,0.092,73.98,0.1322,74.89,0.603,22325,28,76.0,75.3
42,1216,74.51,0.1063,74.96,0.5345,75.73,0.2071,23342,22,76.1,74.8
43,1217,7.81,0.0949,8.05,0.407,8.21,0.2,16911,61,8.05,8.0
44,1217,7.84,0.1091,8.03,0.4187,8.21,0.1807,18711,61,8.15,7.92
45,1217,8.0,0.1802,8.08,0.2644,8.22,0.0352,11791,33,8.27,8.01
46,1217,7.99,0.2709,8.08,0.2106,8.21,0.1509,11087,36,8.15,8.0
47,1217,8.02,0.3627,8.11,0.2615,8.22,0.1633,11444,36,8.08,8.12
48,1217,8.02,0.3362,8.1,0.2283,8.22,0.1866,10015,36,8.22,8.06
49,1217,8.04,0.2664,8.09,0.1444,8.17,0.2498,8744,23,8.18,8.07
50,1217,8.05,0.151,8.14,0.2475,8.19,0.3072,7669,23,8.17,8.1
51,1217,8.12,0.2411,8.32,0.2682,8.42,0.1623,13130,44,8.43,8.15
52,1217,8.12,0.1441,8.29,0.2126,8.4,0.2707,14575,44,8.27,8.08
53,1218,18.45,0.1553,19.1,0.3271,19.37,0.3422,9761,28,19.45,19.05
54,1218,18.72,0.0478,19.15,0.465,19.39,0.3161,9856,25,19.25,19.0
55,1218,19.16,0.3362,19.57,0.1788,19.88,0.0913,8097,23,19.6,19.2
56,1218,19.13,0.2249,19.45,0.2878,19.8,0.1476,7967,23,19.4,19.25
57,1218,19.29,0.3288,19.58,0.2287,19.88,0.0951,7770,23,19.6,19.25
58,1218,19.44,0.19,19.71,0.1671,19.96,0.3162,9428,18,20.8,20.0
59,1218,19.59,0.1605,19.96,0.2822,20.5,0.2179,13922,30,20.45,19.6
60,1225,80.03,0.8104,82.21,0.0743,85.9,0.0446,269,18,79.8,79.6
61,1225,78.73,0.0289,80.51,0.6612,81.18,0.186,242,18,81.2,80.1
62,1227,58.64,0.1077,59.29,0.4712,60.0,0.1302,3334,26,61.4,59.8
63,1227,58.88,0.1426,59.8,0.3676,60.83,0.0992,4333,33,61.9,60.4
64,1227,59.72,0.1061,60.37,0.0998,61.2,0.6931,16553,29,61.3,60.7
65,1227,59.78,0.0559,60.52,0.1011,61.2,0.6913,16688,25,62.8,62.2
66,1227,60.46,0.0957,61.19,0.7456,61.95,0.0552,16022,31,63.8,63.2
67,1227,60.84,0.2799,62.02,0.0679,63.46,0.2466,3666,34,63.7,63.2
68,1227,61.53,0.2204,62.5,0.1485,63.44,0.5128,3448,31,63.7,62.5
69,1229,37.99,0.136,38.3,0.4453,38.54,0.2242,4941,19,38.85,38.65
70,1231,37.13,0.0526,37.51,0.3173,37.83,0.2617,1368,25,38.0,37.95
71,1231,37.57,0.223,37.94,0.2571,38.3,0.2002,1054,22,39.5,38.4
72,1231,37.78,0.1577,38.34,0.2845,38.98,0.1697,1332,38,39.4,38.35
73,1231,38.23,0.2303,38.61,0.2336,39.06,0.1814,1494,31,38.8,38.55
74,1231,38.49,0.3686,38.89,0.3204,39.26,0.1073,1286,29,39.15,38.5
75,1231,38.56,0.3213,38.93,0.2582,39.21,0.0923,856,22,39.0,38.1
76,1231,38.26,0.17,38.59,0.2488,38.94,0.2581,647,22,38.45,38.05
77,1231,38.2,0.255,38.48,0.1781,38.84,0.0983,702,20,38.6,37.6
78,1256,187.04,0.1262,190.6,0.4276,194.06,0.0818,428,23,192.0,186.0
79,1256,188.31,0.1901,190.95,0.3404,194.22,0.0728,426,20,190.5,184.0
80,1256,187.79,0.2812,190.82,0.3239,194.75,0.0938,352,22,187.0,184.0
81,1256,183.98,0.1351,186.56,0.2946,189.79,0.2,370,19,188.5,180.5
82,1256,181.81,0.3006,185.98,0.2102,189.5,0.1729,509,24,182.5,180.0
83,1256,181.44,0.4675,184.11,0.125,186.3,0.185,400,18,183.5,179.0
84,1262,33.34,0.246,33.71,0.3386,34.11,0.0659,1199,25,33.6,33.4
85,1262,33.3,0.4351,33.57,0.2411,33.89,0.1189,1186,22,33.75,32.95
86,1262,33.17,0.1743,33.79,0.1998,34.88,0.3984,3258,47,34.9,34.55
87,1262,33.61,0.1903,34.56,0.2727,34.93,0.3971,3631,43,35.5,34.55
88,1262,34.04,0.0211,34.69,0.4237,35.08,0.252,3750,38,35.2,34.8
89,1262,34.61,0.3937,34.86,0.2196,35.21,0.0911,2304,23,37.3,32.3
90,1262,34.92,0.4138,35.86,0.135,36.87,0.1211,4666,56,35.8,30.55
91,1262,32.3,0.1359,34.91,0.3411,36.52,0.0851,5746,73,32.0,30.75
92,1303,86.23,0.0857,86.81,0.4755,87.09,0.5195,17933,18,87.1,85.8
93,1303,85.99,0.1985,86.53,0.2378,86.97,0.3044,20569,19,86.7,84.9
94,1303,85.14,0.3515,85.96,0.3864,86.57,0.1342,27556,23,85.6,83.9
95,1303,83.7,0.4709,85.19,0.2459,85.98,0.1349,52373,20,85.3,85.4
96,1303,83.7,0.4717,84.68,0.1091,85.2,0.2432,51883,20,86.4,86.3
97,1303,83.71,0.4939,84.99,0.0855,85.96,0.1575,49983,27,87.0,86.0
98,1303,84.68,0.2372,85.99,0.3395,86.59,0.2855,24866,32,86.7,86.1
99,1303,85.54,0.2101,86.39,0.4516,86.95,0.0753,38075,22,85.9,84.6
100,1305,30.42,0.2855,30.86,0.2286,31.64,0.2595,14703,35,30.55,30.0
101,1305,30.21,0.255,30.44,0.2921,30.89,0.2039,12275,26,30.5,29.9
102,1305,29.96,0.2458,30.27,0.2826,30.51,0.2259,10246,18,30.45,29.9
103,1309,16.35,0.1128,17.11,0.2815,17.65,0.2868,71525,45,17.25,16.5
104,1309,16.67,0.0613,17.45,0.3869,17.82,0.23,47067,39,17.25,16.2
105,1309,16.53,0.2859,16.92,0.2529,17.35,0.1931,23067,30,16.9,16.5
106,1309,16.35,0.2215,16.6,0.2765,16.94,0.2488,20716,22,17.3,16.2
107,1309,16.31,0.1714,16.63,0.2285,17.02,0.2371,16685,23,16.65,16.25
108,1309,16.31,0.3356,16.63,0.1002,17.02,0.1604,14373,23,16.6,15.95
109,1309,16.32,0.2684,16.54,0.2729,17.01,0.1793,12853,23,16.35,16.05
110,1309,16.21,0.1767,16.44,0.2841,16.7,0.17,11650,18,16.45,15.8
111,1310,23.83,0.1342,24.21,0.2811,24.55,0.1784,54520,25,23.95,23.35
112,1310,23.4,0.1672,23.78,0.272,24.23,0.3801,35415,29,23.95,23.0
113,1310,23.41,0.2517,23.68,0.292,23.87,0.2469,24465,18,23.85,23.4
114,1310,23.24,0.1478,23.44,0.3506,23.73,0.2227,20943,20,24.5,23.8
115,1310,23.37,0.1804,23.76,0.1933,24.3,0.3464,28230,31,24.6,23.8
116,1310,23.4,0.0841,23.94,0.1399,24.32,0.4253,32909,33,24.8,24.3
117,1310,23.86,0.1229,24.26,0.3731,24.56,0.2469,40867,29,24.75,24.15
118,1310,24.08,0.1185,24.44,0.2982,24.63,0.2614,34998,21,24.6,24.35
119,1310,24.09,0.0524,24.44,0.3844,24.63,0.3045,30595,21,24.8,24.1
120,1312,32.24,0.1532,33.22,0.1989,33.93,0.2808,33100,48,31.9,31.4
121,1312,31.36,0.32,32.22,0.1944,33.22,0.2121,30333,58,32.25,31.0
122,1312,31.4,0.3825,31.94,0.2178,32.4,0.1144,31666,38,31.5,31.5
123,1312,31.21,0.3241,31.45,0.3441,31.91,0.097,30292,26,32.4,31.45
124,1312,31.29,0.1644,31.67,0.1234,32.09,0.3481,36331,29,32.0,31.25
125,1312,31.22,0.1622,31.6,0.3226,32.1,0.3033,36002,29,31.8,31.2
126,1312,31.49,0.2356,31.67,0.2782,32.1,0.2962,32971,24,31.7,31.1
127,1312,31.26,0.2632,31.61,0.122,31.95,0.3523,24450,22,31.7,30.2
128,1312,31.26,0.2305,31.59,0.199,31.95,0.3239,26592,22,31.3,29.55
129,1314,13.81,0.2238,14.14,0.2459,14.42,0.178,147272,20,13.75,13.6
130,1316,20.97,0.2641,21.24,0.3374,21.5,0.0932,2469,21,21.05,21.0
131,1316,21.01,0.1768,21.47,0.2813,21.69,0.1125,1635,20,21.65,21.2
132,1316,21.35,0.1393,21.72,0.1998,21.93,0.3391,1737,18,22.0,21.9
133,1316,21.98,0.1739,22.26,0.2414,22.5,0.2131,2680,18,22.75,22.25
134,1323,34.0,0.199,34.84,0.155,35.22,0.3695,387,30,35.25,34.75
135,1323,33.06,0.0978,34.11,0.1907,34.97,0.4303,409,30,35.2,34.85
136,1323,33.06,0.0847,34.11,0.1121,34.92,0.3844,437,27,35.3,35.1
137,1323,35.24,0.3174,35.51,0.1798,35.83,0.1172,734,18,35.9,36.0
138,1336,16.56,0.0572,17.03,0.2952,17.35,0.3684,1189,18,17.45,17.35
139,1339,39.72,0.1766,40.84,0.0373,41.4,0.1791,402,33,41.8,40.7
140,1339,39.9,0.154,41.14,0.2078,41.6,0.2738,409,29,41.3,40.65
141,1339,40.87,0.1522,41.27,0.281,41.62,0.1639,427,25,41.0,40.35
142,1339,40.85,0.4179,41.38,0.1929,41.69,0.1643,280,23,40.9,40.35
143,1339,40.48,0.1536,40.79,0.3536,40.95,0.2357,280,18,40.6,40.8
144,1340,42.34,0.2698,42.79,0.2402,43.25,0.1373,1049,29,43.5,42.7
145,1340,42.5,0.1578,42.87,0.2789,43.25,0.2339,1090,25,43.1,42.8
146,1340,42.74,0.2624,42.92,0.3639,43.25,0.2488,1025,23,43.25,42.7
147,1402,28.64,0.2164,28.98,0.1951,29.19,0.2244,14031,18,28.8,28.0
148,1402,28.53,0.3994,28.74,0.2105,29.02,0.1864,14545,19,28.6,28.1
149,1402,28.11,0.2991,28.52,0.3603,28.74,0.1213,18163,21,28.7,28.4
150,1402,28.12,0.2287,28.53,0.4437,28.89,0.0905,25252,21,29.4,29.15
151,1402,28.53,0.5209,28.92,0.123,29.29,0.1947,21869,27,29.5,29.3
152,1402,28.69,0.0458,28.95,0.2076,29.35,0.4868,12953,22,30.0,29.5
153,1402,29.27,0.3257,29.5,0.232,29.84,0.2535,17366,22,29.95,29.45
154,1402,29.42,0.1885,29.62,0.1846,29.84,0.3629,18464,18,29.85,28.95
155,1409,10.64,0.0743,11.02,0.3876,11.3,0.2491,42768,22,11.6,11.4
156,1409,10.97,0.3045,11.27,0.1832,11.49,0.2087,48466,18,11.6,11.5
157,1409,11.54,0.1888,11.93,0.2715,12.19,0.2376,37571,21,12.65,12.0
158,1409,11.7,0.0977,12.06,0.276,12.4,0.2229,47644,24,12.5,11.8
159,1413,13.99,0.2191,14.28,0.1493,14.57,0.1822,1246,19,14.2,13.1
160,1413,13.7,0.1984,14.01,0.2716,14.47,0.1493,1668,23,13.95,13.0
161,1413,13.32,0.2541,13.75,0.25,14.11,0.1828,1964,29,13.6,13.2
162,1413,13.25,0.2533,13.61,0.2227,13.91,0.1987,1958,24,13.5,13.1
163,1413,13.23,0.4754,13.44,0.2228,13.74,0.0551,1670,20,13.5,13.5
164,1413,13.27,0.3419,13.77,0.218,14.08,0.1686,1720,22,13.85,13.5
165,1413,13.28,0.1246,13.67,0.2941,14.01,0.1464,1605,23,13.75,13.65
166,1413,13.61,0.3957,13.84,0.1964,14.1,0.1235,1741,18,13.85,13.4
167,1414,7.65,0.191,7.78,0.1629,7.87,0.3441,2456,36,8.03,7.83
168,1414,7.69,0.1188,7.86,0.3415,7.97,0.1114,3089,37,7.96,7.91
169,1414,7.82,0.1846,7.9,0.3765,8.0,0.1102,2985,29,8.1,7.94
170,1414,7.91,0.4099,8.0,0.1973,8.07,0.0995,2291,28,8.05,7.95
171,1414,7.91,0.3003,7.98,0.2013,8.06,0.1017,1908,27,8.03,7.98
172,1414,7.94,0.1537,8.0,0.3554,8.07,0.0589,2088,20,8.04,7.96
173,1417,5.03,0.1644,5.09,0.3494,5.15,0.0594,4056,21,5.09,5.02
174,1417,5.03,0.2721,5.08,0.29,5.13,0.0796,3896,18,5.55,5.45
175,1417,5.06,0.3215,5.29,0.0393,5.53,0.4542,9368,50,6.1,6.35
176,1417,5.11,0.0853,5.6,0.2409,6.06,0.4147,22791,99,6.71,6.71
177,1417,5.51,0.1607,6.04,0.2885,6.62,0.338,37816,130,7.1,6.41
178,1417,5.96,0.0624,6.66,0.3131,7.0,0.1366,43118,127,6.7,6.5
179,1417,6.52,0.1734,6.74,0.2996,7.01,0.0673,33643,71,6.93,6.55
180,1417,6.54,0.181,6.79,0.3338,7.03,0.1677,22928,69,6.78,6.5
181,1417,6.52,0.2898,6.65,0.1999,6.8,0.1562,13858,52,6.72,6.17
182,1417,6.57,0.2244,6.7,0.1788,6.82,0.1507,11397,43,6.54,6.0
183,1417,6.24,0.1205,6.51,0.2204,6.65,0.2137,9171,57,6.78,6.66
184,1419,48.02,0.3459,48.52,0.0479,48.98,0.4692,292,19,48.0,47.6
185,1419,47.49,0.1259,47.97,0.4,48.68,0.0444,135,20,47.6,46.7
186,1419,47.27,0.2895,47.72,0.1667,48.2,0.1579,114,25,47.25,47.2
187,1419,46.71,0.102,47.21,0.449,47.63,0.1531,98,19,47.5,47.0
188,1434,33.69,0.1498,33.89,0.3607,34.06,0.3795,4899,18,34.2,33.6
189,1434,33.78,0.0938,33.96,0.425,34.1,0.512,4445,18,33.95,33.35
190,1434,33.65,0.194,33.82,0.2954,34.06,0.3489,5067,18,34.15,33.5
191,1434,33.35,0.3978,33.79,0.2415,34.19,0.1231,12102,22,35.3,34.9
192,1434,33.38,0.3901,34.06,0.1632,35.02,0.0907,12443,38,35.65,35.05
193,1434,34.14,0.2309,35.0,0.1954,35.45,0.2367,7661,44,36.2,35.3
194,1434,34.81,0.0819,35.28,0.3751,35.66,0.1621,6800,36,36.0,35.35
195,1434,35.29,0.1731,35.55,0.2768,35.87,0.1926,6437,27,35.5,34.6
196,1434,35.41,0.4492,35.72,0.1853,35.92,0.2426,5223,24,35.5,34.4
197,1436,39.46,0.1757,39.79,0.2568,40.16,0.2027,74,19,39.9,39.2
198,1436,39.35,0.1899,39.76,0.2405,40.17,0.1899,79,21,39.5,39.25
199,1437,19.86,0.1394,20.26,0.3157,20.5,0.1783,1004,19,20.3,20.15
200,1439,39.95,0.1554,41.5,0.2144,42.67,0.205,5901,88,40.5,38.85
201,1439,39.24,0.2608,40.62,0.193,41.89,0.1409,3995,87,39.7,37.2
202,1439,39.06,0.3901,39.62,0.2291,40.53,0.1195,3038,57,39.05,37.3
203,1439,37.72,0.1799,38.5,0.161,39.33,0.3205,3286,63,38.4,37.75
204,1439,37.8,0.3841,38.36,0.1601,39.24,0.1524,3405,49,40.15,38.6
205,1439,37.85,0.3859,38.59,0.1783,39.68,0.076,4133,57,39.55,39.6
206,1439,37.97,0.3434,38.86,0.2004,39.59,0.1339,3623,56,41.0,40.3
207,1439,38.34,0.1061,39.18,0.2366,40.16,0.2162,3081,62,44.1,42.5
208,1439,39.73,0.126,41.98,0.0917,43.86,0.387,4493,101,44.4,42.45
209,1439,40.36,0.1412,42.58,0.0873,43.86,0.4488,5530,89,44.3,42.45
210,1439,40.99,0.0263,42.7,0.1676,43.83,0.4787,5901,76,44.0,41.65
211,1440,13.44,0.0926,14.05,0.2935,14.28,0.227,14266,19,15.2,14.6
212,1440,13.51,0.0686,14.15,0.2162,14.9,0.3407,32443,32,15.2,14.65
213,1440,14.14,0.1691,14.75,0.2346,15.0,0.3224,36666,26,15.25,14.65
214,1440,14.55,0.1389,14.81,0.4523,15.16,0.1361,9031,18,14.65,14.55
215,1441,14.98,0.3042,15.18,0.3853,15.73,0.1926,950,23,16.55,15.15
216,1441,15.18,0.2161,15.84,0.347,16.32,0.1483,1726,31,15.75,14.9
217,1441,15.32,0.213,15.84,0.3122,16.32,0.1317,1944,31,15.3,15.05
218,1441,15.24,0.2144,15.89,0.2636,16.33,0.1369,1870,31,15.45,15.4
219,1441,15.08,0.3727,15.39,0.1377,15.6,0.2571,770,19,15.7,15.35
220,1443,5.87,0.1104,5.99,0.4908,6.16,0.0552,163,21,6.15,5.98
221,1443,6.0,0.6283,6.1,0.115,6.19,0.0708,113,18,6.35,6.1
222,1443,6.0,0.4225,6.12,0.1444,6.28,0.1092,284,27,6.34,6.13
223,1445,8.01,0.2745,8.09,0.1843,8.18,0.1843,255,20,8.28,8.18
224,1445,8.04,0.1408,8.16,0.3448,8.26,0.1149,348,26,8.24,8.22
225,1445,8.04,0.1256,8.16,0.3077,8.25,0.141,390,26,8.24,8.22
226,1445,8.23,0.1042,8.26,0.4311,8.34,0.2012,835,21,8.24,8.17
227,1445,8.21,0.0724,8.26,0.4206,8.34,0.1963,856,21,8.22,8.1
228,1445,8.2,0.0989,8.26,0.2642,8.34,0.2276,738,21,8.18,8.1
229,1446,21.27,0.4,22.06,0.1465,22.57,0.1211,355,21,23.4,22.65
230,1446,21.3,0.2035,22.39,0.1213,23.13,0.2583,511,32,23.3,22.3
231,1446,22.15,0.0754,22.71,0.2393,23.18,0.1951,610,25,22.75,22.65
232,1446,22.69,0.1451,23.03,0.2785,23.29,0.3037,517,23,24.3,23.3
233,1446,22.75,0.168,23.33,0.1896,23.93,0.2928,881,40,25.05,25.2
234,1446,23.12,0.0592,24.03,0.3419,24.65,0.2446,1705,55,26.8,24.5
235,1447,8.19,0.0802,8.26,0.4465,8.33,0.2437,4714,28,8.24,8.14
236,1447,8.18,0.2809,8.26,0.3723,8.31,0.1697,5305,27,8.22,8.14
237,1447,8.16,0.3866,8.2,0.2488,8.27,0.0672,3629,20,8.31,8.29
238,1447,8.16,0.4472,8.2,0.2928,8.29,0.0534,3781,18,8.45,8.34
239,1447,8.17,0.1244,8.33,0.6317,8.38,0.1302,10993,32,8.55,8.49
240,1447,8.18,0.0862,8.34,0.6081,8.48,0.1242,12502,42,8.58,8.46
241,1447,8.33,0.5484,8.39,0.125,8.52,0.1419,12625,30,8.53,8.45
242,1447,8.39,0.0718,8.49,0.4085,8.54,0.3097,4886,24,8.54,8.51
243,1447,8.51,0.4062,8.58,0.1697,8.67,0.1858,4655,28,8.83,8.47
244,1447,8.55,0.2391,8.67,0.2857,8.77,0.1304,6371,39,8.63,8.45
245,1449,5.45,0.2231,5.64,0.2493,5.81,0.0945,381,36,5.72,5.51
246,1449,5.58,0.3774,5.68,0.2642,5.83,0.0778,424,31,5.63,5.5
247,1449,5.55,0.2931,5.6,0.3862,5.7,0.0966,290,26,5.66,5.5
248,1449,5.52,0.1538,5.58,0.4281,5.65,0.0435,299,21,5.61,5.36
249,1449,5.36,0.1148,5.51,0.4482,5.59,0.1597,357,21,5.66,5.5
250,1449,5.36,0.1246,5.51,0.4043,5.6,0.1368,329,20,5.6,5.51
251,1449,5.36,0.1553,5.53,0.2159,5.59,0.3333,264,18,5.59,5.51
252,1451,24.8,0.1513,26.67,0.2276,27.21,0.3559,2214,49,27.2,26.4
253,1451,24.98,0.0675,26.69,0.3955,27.19,0.3854,2683,48,26.8,25.9
254,1451,25.26,0.0355,26.67,0.4393,27.19,0.3745,2761,41,26.8,25.8
255,1451,26.16,0.0718,26.57,0.3454,26.91,0.0711,1407,27,26.1,25.6
256,1451,25.97,0.2874,26.29,0.1198,26.55,0.3066,835,20,26.2,25.5
257,1451,25.81,0.2209,26.05,0.3631,26.41,0.1351,851,22,25.7,25.5
258,1453,9.85,0.1661,9.98,0.3754,10.08,0.4505,1132,28,10.15,9.99
259,1453,9.87,0.0818,9.98,0.4993,10.08,0.557,1492,28,10.1,9.99
260,1454,8.32,0.3615,8.37,0.1846,8.47,0.1231,130,18,8.41,8.32
261,1455,10.8,0.1848,11.13,0.2111,11.41,0.2026,17592,20,11.15,11.0
262,1455,10.85,0.1122,11.09,0.3166,11.38,0.1837,19398,18,11.2,10.8
263,1459,8.52,0.0527,8.61,0.2338,8.65,0.3572,1005,20,8.95,8.86
264,1459,8.52,0.1657,8.64,0.3116,8.89,0.3406,1515,41,9.37,9.0
265,1459,8.59,0.1542,8.95,0.1833,9.28,0.2755,2711,76,9.29,8.95
266,1459,8.89,0.2496,9.08,0.2129,9.3,0.2818,2452,60,9.0,9.0
267,1459,9.0,0.1475,9.15,0.1008,9.32,0.3004,2014,45,9.08,9.07
268,1459,9.0,0.3263,9.07,0.2162,9.21,0.0485,990,29,9.2,9.03
269,1459,8.97,0.2117,9.03,0.2932,9.14,0.278,921,25,9.31,9.0
270,1459,9.06,0.0958,9.16,0.1152,9.26,0.2857,2317,32,9.15,9.02
271,1466,10.15,0.1252,10.63,0.1478,11.13,0.3036,1861,25,10.4,10.3
272,1466,10.35,0.1807,10.71,0.1467,11.14,0.3201,1765,24,10.35,10.2
273,1466,10.39,0.1861,10.77,0.1151,11.16,0.3147,1789,21,10.45,10.2
274,1467,10.54,0.2062,10.81,0.3414,11.12,0.1352,2027,22,11.55,11.3
275,1467,10.75,0.1752,11.0,0.1248,11.29,0.2808,1923,20,12.35,11.45
276,1467,11.15,0.1781,11.58,0.1294,12.01,0.2957,3246,33,11.9,11.3
277,1467,11.32,0.1365,11.65,0.3046,12.02,0.2049,3641,24,11.7,11.1
278,1467,11.44,0.1578,11.69,0.3241,12.04,0.2044,3650,22,11.4,11.15
279,1471,5.71,0.441,5.76,0.1974,5.81,0.1235,907,19,5.73,5.63
280,1471,5.65,0.1779,5.71,0.4728,5.77,0.1714,1085,22,5.79,5.7
281,1471,5.65,0.2273,5.7,0.3157,5.77,0.1137,871,18,6.3,6.67
282,1471,5.69,0.2565,5.99,0.0447,6.28,0.4214,1813,52,6.93,6.63
283,1471,5.74,0.0669,6.26,0.1794,6.89,0.6052,4678,66,6.95,6.62
284,1471,5.81,0.0283,6.26,0.1353,6.87,0.2494,6224,68,7.37,7.02
285,1471,6.75,0.2186,6.92,0.5074,7.25,0.0584,6522,62,7.39,7.09
286,1471,6.75,0.2728,6.96,0.18,7.27,0.2601,4699,69,7.35,6.75
287,1471,6.75,0.1066,7.07,0.0928,7.26,0.3495,3611,57,7.2,6.84
288,1471,6.82,0.1372,7.09,0.1035,7.25,0.1819,4425,60,7.18,6.8
289,1471,6.84,0.1544,7.03,0.1921,7.2,0.139,4332,58,7.0,6.78
290,1472,26.34,0.2118,26.93,0.1724,27.61,0.1773,203,27,28.8,27.25
291,1472,26.73,0.1781,27.47,0.2186,28.0,0.2146,247,34,28.5,28.0
292,1472,27.36,0.2288,27.9,0.2516,28.41,0.1765,306,31,30.15,29.7
293,1472,27.74,0.0924,28.69,0.2446,29.77,0.1821,368,42,32.25,33.4
294,1472,28.26,0.1097,29.94,0.1276,32.15,0.4582,729,62,35.45,35.6
295,1472,29.46,0.0924,32.17,0.3092,35.2,0.4286,1190,74,38.2,35.4
296,1472,31.92,0.2472,35.24,0.3344,37.31,0.1858,1582,94,36.5,35.8
297,1472,33.98,0.0465,35.48,0.3194,37.26,0.2027,1312,66,38.0,36.6
298,1472,35.89,0.1681,36.82,0.2233,37.77,0.1153,815,46,37.9,36.0
299,1472,35.89,0.2245,36.62,0.4052,37.76,0.0758,343,28,36.8,36.0
300,1476,370.55,0.2447,374.0,0.3353,378.77,0.17,1900,31,377.0,365.0
301,1476,369.74,0.2538,372.91,0.3328,375.44,0.1244,1962,27,373.0,357.5
302,1476,367.2,0.1115,370.19,0.2709,373.25,0.2588,2152,25,369.5,363.0
303,1476,360.74,0.0781,366.13,0.1822,371.24,0.2514,2920,40,367.5,369.5
304,1476,360.78,0.0505,365.69,0.4543,370.83,0.1143,3526,32,379.0,378.5
305,1476,360.78,0.0826,365.91,0.3996,375.66,0.2021,4309,44,387.5,377.5
306,1476,365.89,0.2579,375.9,0.1809,384.89,0.2674,4816,46,384.0,381.0
307,1476,374.38,0.1662,379.73,0.245,385.16,0.2536,4681,37,393.5,359.0
308,1476,380.64,0.2234,385.76,0.3158,389.69,0.1159,4686,33,378.0,360.5
309,1476,364.8,0.2538,379.53,0.1702,388.69,0.1748,7317,69,370.0,351.5
310,1476,363.16,0.3108,369.11,0.25,388.48,0.1549,8057,61,363.5,356.0
311,1507,49.65,0.4429,49.88,0.2272,50.6,0.0685,788,20,50.8,49.8
