idx,symbol,price_1,qty_ratio_1,price_2,qty_ratio_2,price_3,qty_ratio_3,qty_total,price_item_count,future_buy_price,future_sell_price
3428,3492,24.06,0.2269,24.47,0.2222,24.85,0.1852,216,25,25.8,24.7
3429,3492,24.51,0.1695,24.85,0.2966,25.45,0.1356,118,20,25.45,25.0
3430,3494,9.57,0.3596,9.61,0.2692,9.68,0.1519,520,18,9.75,9.62
3431,3494,9.57,0.3426,9.61,0.2383,9.68,0.1791,575,20,9.69,9.7
3432,3494,9.63,0.247,9.85,0.1708,9.98,0.1567,919,39,9.97,9.92
3433,3494,9.67,0.0311,9.87,0.2107,9.97,0.1891,1158,33,10.15,9.9
3434,3494,9.86,0.1282,9.97,0.1463,10.08,0.3624,1661,27,10.15,9.86
3435,3494,9.87,0.1005,9.98,0.327,10.08,0.5719,1731,23,10.1,9.96
3436,3498,42.12,0.0732,45.56,0.4075,47.2,0.278,2881,103,49.0,48.1
3437,3498,42.29,0.0433,45.61,0.233,48.11,0.4785,5108,120,49.3,48.0
3438,3498,45.56,0.1679,47.2,0.1794,48.46,0.444,5475,74,50.0,45.1
3439,3498,48.35,0.3893,48.93,0.1486,49.76,0.0434,4629,40,48.1,45.3
3440,3498,45.97,0.1928,48.36,0.3033,49.37,0.1344,3647,86,46.45,45.4
3441,3498,45.91,0.3411,48.12,0.1333,49.41,0.1436,3023,87,46.2,45.0
3442,3498,45.57,0.4177,46.16,0.2862,47.39,0.0769,2016,50,45.95,44.6
3443,3498,45.09,0.1998,45.54,0.3499,46.02,0.1894,966,28,45.45,44.9
3444,3498,45.01,0.4097,45.49,0.3194,45.94,0.0706,864,29,46.9,45.1
3445,3498,45.09,0.4031,45.95,0.125,46.4,0.1589,1032,39,46.6,44.0
3446,3498,45.15,0.3559,45.93,0.1592,46.41,0.1903,1093,43,44.75,43.0
3447,3499,14.07,0.1681,14.36,0.1399,14.71,0.3959,922,22,14.9,14.5
3448,3499,14.2,0.109,14.46,0.1531,14.79,0.3291,1404,19,15.45,14.75
3449,3499,14.43,0.157,14.71,0.3104,15.02,0.1943,1904,22,15.4,14.6
3450,3504,89.9,0.0691,98.45,0.2281,103.86,0.6083,31987,94,110.0,104.5
3451,3504,96.24,0.0536,102.26,0.4535,106.43,0.5099,39088,77,113.0,102.5
3452,3504,102.02,0.2289,105.75,0.3619,109.55,0.126,40897,31,115.5,115.0
3453,3504,105.15,0.3032,108.4,0.3119,113.04,0.0967,34163,31,127.0,112.5
3454,3504,106.56,0.2612,112.94,0.1533,121.57,0.1632,38005,50,119.5,115.5
3455,3504,107.03,0.1067,115.75,0.2817,122.65,0.1466,36939,50,125.0,121.5
3456,3504,115.25,0.1526,119.51,0.2216,123.92,0.1954,32685,30,132.0,126.5
3457,3504,116.02,0.1478,123.18,0.232,128.36,0.158,31737,40,135.5,131.5
3458,3504,122.07,0.2319,127.27,0.2927,132.09,0.1412,33558,41,141.0,142.0
3459,3504,125.31,0.1263,130.2,0.2,137.07,0.135,36012,40,154.5,148.0
3460,3504,130.26,0.1601,137.19,0.1914,149.31,0.2779,40006,55,156.0,154.5
3461,3508,52.52,0.3135,55.98,0.144,59.14,0.2922,40976,122,63.5,60.7
3462,3508,54.59,0.0933,59.08,0.2844,62.35,0.2205,43937,118,64.1,60.3
3463,3508,57.3,0.0914,59.59,0.2523,62.47,0.3029,43537,86,66.5,62.0
3464,3508,60.97,0.125,62.76,0.3478,64.61,0.1384,37502,73,66.7,61.1
3465,3508,62.02,0.1871,63.79,0.2455,65.47,0.1326,32559,65,65.1,63.0
3466,3508,62.38,0.1579,64.12,0.3347,65.55,0.1483,29598,65,66.2,58.2
3467,3508,62.55,0.1853,64.11,0.25,65.48,0.1831,21542,57,63.8,60.1
3468,3508,59.58,0.0861,62.3,0.2333,64.41,0.2756,18767,81,62.3,59.2
3469,3508,59.37,0.1149,61.35,0.336,64.15,0.1469,15504,81,61.8,57.3
3470,3508,59.25,0.1011,60.89,0.4044,62.26,0.1318,13357,57,61.6,58.1
3471,3508,58.38,0.1946,60.37,0.2783,61.32,0.2852,11403,51,63.0,62.0
3472,3511,13.84,0.0798,14.37,0.0907,15.09,0.6874,915,26,14.1,13.85
3473,3511,13.93,0.1868,14.44,0.1015,15.09,0.6102,1044,28,14.05,13.9
3474,3511,13.95,0.1735,14.44,0.0777,15.09,0.5962,1055,26,14.15,13.95
3475,3511,14.44,0.0597,15.1,0.0976,15.65,0.4911,1240,27,14.85,14.85
3476,3512,39.3,0.1309,39.94,0.4258,40.6,0.0605,512,38,40.15,39.3
3477,3512,39.08,0.2618,39.45,0.1853,40.0,0.2029,340,28,41.6,42.0
3478,3512,39.22,0.2407,39.95,0.2092,40.94,0.1203,349,40,44.85,41.05
3479,3512,40.08,0.0595,42.51,0.0992,43.84,0.4544,1613,80,43.6,41.0
3480,3512,40.84,0.0581,42.62,0.1492,43.84,0.4107,1843,79,41.85,41.1
3481,3512,41.75,0.0427,43.49,0.3231,44.78,0.1129,1851,62,42.9,41.0
3482,3512,41.26,0.3121,42.05,0.1691,42.88,0.1612,769,44,41.65,40.7
3483,3512,41.22,0.2826,41.85,0.2218,42.58,0.1431,559,32,41.9,40.8
3484,3512,41.07,0.2894,41.79,0.1466,42.55,0.154,539,36,42.0,41.35
3485,3512,40.95,0.3889,41.22,0.2323,41.65,0.0859,396,23,43.5,40.15
3486,3512,41.06,0.1802,42.05,0.3527,43.0,0.1681,910,47,42.7,40.35
3487,3514,14.64,0.181,15.11,0.2718,15.43,0.3029,11194,19,14.85,14.45
3488,3514,14.66,0.2268,15.13,0.2045,15.43,0.2917,11623,18,14.75,14.4
3489,3515,73.81,0.4314,74.91,0.2214,76.21,0.083,2457,37,80.2,77.6
3490,3515,74.28,0.1404,76.06,0.0803,79.1,0.3962,2978,55,79.0,77.3
3491,3515,75.36,0.0694,78.37,0.3213,79.31,0.3442,3097,57,80.6,77.5
3492,3515,78.06,0.1868,79.01,0.3439,79.85,0.1488,3373,34,81.5,78.1
3493,3515,77.99,0.3106,79.29,0.1792,80.42,0.1185,3081,43,79.7,79.1
3494,3515,77.94,0.1814,79.13,0.303,80.38,0.1647,3413,43,81.0,79.2
3495,3515,78.16,0.1053,79.32,0.3119,80.44,0.1641,3229,41,80.8,80.2
3496,3515,78.89,0.162,79.79,0.2922,80.47,0.1736,2765,30,81.4,79.9
3497,3515,79.62,0.1609,80.3,0.2547,80.94,0.1859,2760,24,81.1,80.8
3498,3515,79.78,0.1157,80.35,0.2726,80.93,0.228,2715,23,84.7,76.8
3499,3515,80.61,0.3372,81.71,0.102,83.57,0.1871,4116,48,79.7,74.3
3500,3516,13.01,0.7454,13.55,0.0509,13.99,0.0905,707,24,13.8,13.5
3501,3516,13.05,0.0691,13.67,0.5414,14.01,0.1989,362,23,13.95,13.25
3502,3516,13.25,0.361,13.47,0.3593,13.87,0.1252,615,19,13.45,12.8
3503,3516,13.26,0.3836,13.47,0.3522,13.87,0.1211,636,19,13.3,13.05
3504,3516,12.97,0.2445,13.34,0.3116,13.81,0.0818,953,27,13.15,12.8
3505,3518,26.42,0.2786,26.75,0.1484,27.09,0.2526,384,23,26.75,26.05
3506,3518,26.37,0.3627,26.69,0.204,27.07,0.1587,397,22,26.75,25.65
3507,3518,26.17,0.2052,26.4,0.2809,26.72,0.1693,502,18,26.1,25.75
3508,3518,25.88,0.2325,26.26,0.271,26.68,0.1084,572,23,26.55,26.3
3509,3518,25.8,0.2408,26.13,0.3254,26.53,0.0845,627,23,27.15,27.0
3510,3518,25.88,0.2933,26.38,0.1971,26.98,0.1587,624,31,27.85,27.4
3511,3518,26.33,0.1089,27.07,0.5731,27.49,0.107,1019,40,28.0,27.25
3512,3518,26.53,0.0723,27.09,0.6033,27.55,0.187,968,35,27.6,26.05
3513,3518,27.1,0.5387,27.41,0.1585,27.66,0.115,852,21,27.55,26.05
3514,3518,26.2,0.1818,26.76,0.1591,27.48,0.4116,396,34,26.6,26.2
3515,3519,14.47,0.1623,14.77,0.2755,14.99,0.2711,6729,18,14.6,13.95
3516,3519,14.07,0.2568,14.39,0.3385,14.67,0.1294,8193,19,14.05,13.7
3517,3519,13.76,0.3526,14.05,0.2287,14.38,0.1798,11078,20,14.1,13.85
3518,3519,13.53,0.2623,13.93,0.3357,14.21,0.106,12477,19,13.9,13.65
3519,3519,13.55,0.2548,13.87,0.2432,14.2,0.0472,13251,19,14.05,13.75
3520,3520,8.77,0.1509,8.99,0.4105,9.43,0.0982,285,28,9.21,8.61
3521,3520,8.84,0.298,9.08,0.2776,9.43,0.1224,245,29,9.17,8.68
3522,3520,8.81,0.1672,9.05,0.3379,9.43,0.1126,293,38,8.85,8.51
3523,3520,8.81,0.2458,8.99,0.3333,9.17,0.1042,240,31,8.88,8.78
3524,3520,8.57,0.1055,8.82,0.24,9.0,0.2655,275,31,8.86,8.73
3525,3520,8.54,0.1244,8.78,0.0933,8.86,0.2591,193,18,9.0,8.5
3526,3520,8.54,0.096,8.78,0.072,8.89,0.356,250,21,9.27,8.66
3527,3520,8.56,0.1255,8.76,0.2176,8.91,0.2636,239,19,9.26,8.38
3528,3520,8.53,0.1364,8.72,0.0682,8.92,0.2864,220,20,8.89,8.2
3529,3520,8.47,0.1447,8.7,0.1623,8.98,0.0482,228,26,8.43,7.6
3530,3520,8.33,0.1585,8.63,0.2459,8.87,0.1311,183,28,8.19,7.7
3531,3521,12.19,0.1745,12.55,0.3427,12.89,0.1371,321,19,12.95,12.75
3532,3521,12.16,0.178,12.5,0.1927,12.85,0.3293,410,19,12.9,12.75
3533,3521,12.15,0.1734,12.43,0.114,12.82,0.4204,421,19,14.0,14.05
3534,3521,12.76,0.3448,13.35,0.1525,13.99,0.3365,728,32,14.9,13.7
3535,3521,12.83,0.16,13.36,0.1506,14.18,0.4612,850,34,14.5,14.5
3536,3521,13.24,0.1121,14.0,0.4093,14.38,0.2789,821,34,15.95,14.75
3537,3521,14.3,0.1681,15.47,0.2024,15.89,0.4151,1255,32,16.7,14.9
3538,3521,14.5,0.043,15.75,0.427,16.52,0.1871,1534,51,15.5,14.35
3539,3521,15.24,0.1991,15.9,0.3351,16.53,0.1551,1838,41,15.05,14.2
3540,3521,14.52,0.1407,15.15,0.3179,16.38,0.1225,1208,41,14.65,13.85
3541,3521,14.44,0.2318,15.03,0.3166,15.31,0.1086,755,25,15.5,12.65
3542,3522,26.12,0.0449,29.34,0.1747,31.41,0.2058,4941,89,31.85,29.3
3543,3522,29.34,0.1478,30.97,0.1511,31.69,0.198,4223,56,30.35,28.4
3544,3522,29.66,0.1429,30.98,0.2196,31.69,0.2878,2905,56,29.5,28.6
3545,3522,28.73,0.1442,29.65,0.358,31.16,0.1495,1338,61,30.05,27.6
3546,3522,28.76,0.1417,29.52,0.4133,29.94,0.1798,1101,37,29.0,27.55
3547,3522,27.96,0.2095,28.72,0.2739,29.65,0.1557,931,48,30.55,30.9
3548,3522,28.04,0.2105,29.03,0.1412,30.24,0.2688,1183,55,32.8,30.4
3549,3522,28.34,0.1709,30.33,0.1693,31.59,0.3148,1849,79,31.3,30.4
3550,3522,28.78,0.076,30.69,0.2576,31.64,0.295,1685,76,31.4,30.0
3551,3522,30.89,0.2241,31.44,0.253,32.02,0.1472,1352,37,31.2,28.4
3552,3522,30.26,0.1391,30.78,0.2822,31.07,0.2406,769,26,29.5,28.65
3553,3526,63.72,0.2334,64.8,0.2455,65.41,0.0805,497,27,64.4,63.5
3554,3526,63.88,0.4744,64.81,0.2234,65.41,0.0733,546,24,64.5,63.6
3555,3526,63.86,0.3762,64.77,0.1891,65.38,0.1267,513,25,64.7,64.2
3556,3526,63.99,0.1157,64.49,0.2239,65.23,0.2818,795,22,67.0,64.1
3557,3526,64.48,0.1702,65.36,0.2808,66.38,0.1337,1040,29,68.0,66.0
3558,3527,107.62,0.1223,112.73,0.3583,120.03,0.2427,9332,43,122.5,111.0
3559,3527,113.14,0.2436,117.58,0.2331,120.83,0.2537,8107,28,119.0,109.5
3560,3527,112.95,0.1704,117.71,0.1845,120.83,0.2114,6806,26,115.0,109.0
3561,3527,111.91,0.2758,114.6,0.1794,118.67,0.12,5283,27,117.5,107.0
3562,3527,110.56,0.1994,112.98,0.3423,115.75,0.0866,5101,20,112.5,110.5
3563,3527,109.02,0.2522,111.43,0.3065,114.04,0.1852,4056,22,115.0,110.5
3564,3527,108.87,0.2057,111.56,0.3094,114.13,0.2118,3943,22,118.5,114.0
3565,3527,108.8,0.1372,112.6,0.2546,116.04,0.173,4329,24,118.0,123.5
3566,3527,115.59,0.3199,124.38,0.1095,128.88,0.2055,4676,26,141.5,140.0
3567,3527,115.92,0.141,127.25,0.1681,137.29,0.278,6956,35,155.0,149.0
3568,3528,36.39,0.1277,37.09,0.3121,37.43,0.1678,423,25,37.4,37.15
3569,3528,36.43,0.0281,37.11,0.3656,37.36,0.2531,569,25,37.45,37.0
3570,3529,336.57,0.2219,339.79,0.3808,343.82,0.0828,302,27,343.0,333.0
3571,3529,335.81,0.1882,340.53,0.3432,344.32,0.1107,271,28,339.0,342.0
3572,3529,336.04,0.2708,340.43,0.3056,344.32,0.1042,288,28,369.0,358.0
3573,3529,339.05,0.058,361.76,0.2457,366.49,0.3424,879,47,374.0,360.5
3574,3529,339.62,0.0445,361.74,0.4078,367.05,0.2662,1236,50,367.0,357.0
3575,3529,345.06,0.0316,361.73,0.3701,367.05,0.192,1297,40,364.5,361.0
3576,3529,360.42,0.403,363.07,0.3907,369.38,0.0765,732,31,365.5,357.0
3577,3529,359.96,0.1839,362.71,0.318,365.75,0.2069,522,23,369.5,359.0
3578,3529,360.58,0.1969,364.07,0.2963,366.7,0.1774,513,26,364.0,346.0
3579,3529,360.56,0.3189,364.72,0.2849,366.99,0.1717,530,26,358.5,350.0
3580,3532,152.52,0.3015,154.71,0.1722,156.9,0.2501,31619,19,171.0,164.0
3581,3532,155.43,0.2825,163.21,0.1959,169.12,0.1334,42246,43,171.0,164.5
3582,3532,156.78,0.1584,163.42,0.1406,168.27,0.2445,51383,38,181.0,160.0
3583,3532,162.79,0.1479,168.5,0.3847,176.62,0.1199,63186,49,169.0,159.5
3584,3532,162.12,0.1423,168.2,0.3239,176.48,0.135,52052,43,165.5,150.5
3585,3532,161.85,0.3203,168.76,0.157,176.62,0.1787,38614,44,163.5,155.0
3586,3532,154.43,0.1149,161.37,0.484,166.12,0.0775,25448,38,161.0,155.0
3587,3532,153.57,0.1232,157.91,0.2807,161.63,0.2998,19655,31,160.5,151.0
3588,3532,153.4,0.082,157.37,0.3347,160.91,0.1521,19043,27,155.0,150.0
3589,3532,152.16,0.2053,156.93,0.2342,159.67,0.1814,14436,21,158.5,156.0
3590,3533,180.98,0.1833,185.4,0.1448,189.93,0.2469,4800,25,190.5,186.0
3591,3533,184.86,0.1589,187.9,0.1854,190.6,0.2627,4670,21,192.0,183.0
3592,3533,184.47,0.1303,187.12,0.2936,190.42,0.2136,3277,19,195.5,187.0
3593,3533,185.63,0.093,189.93,0.3028,193.64,0.172,4472,26,190.5,189.5
3594,3533,185.13,0.0671,189.28,0.2999,193.59,0.2114,3638,26,194.5,190.5
3595,3533,188.62,0.1924,190.75,0.231,193.7,0.2527,3866,18,199.0,198.0
3596,3533,189.25,0.107,193.21,0.168,197.27,0.2544,3553,25,203.0,200.5
3597,3533,192.46,0.164,197.1,0.2634,200.22,0.3078,4727,28,208.0,195.0
3598,3533,194.3,0.07,199.41,0.2751,205.27,0.2868,6486,36,204.0,194.0
3599,3533,197.24,0.1543,200.4,0.2548,205.31,0.2339,6677,27,200.5,193.0
3600,3535,13.12,0.0691,13.72,0.4418,14.12,0.1787,1897,34,14.0,13.3
3601,3535,13.16,0.0815,13.69,0.3982,14.09,0.1605,2062,32,13.55,12.9
3602,3535,13.49,0.1646,13.87,0.3032,14.22,0.1475,1349,23,13.25,13.1
3603,3535,13.05,0.2604,13.46,0.3245,13.83,0.0604,530,20,13.3,13.0
3604,3535,13.36,0.1811,13.69,0.3407,13.99,0.269,1353,24,14.7,14.4
3605,3535,13.64,0.2368,14.03,0.2195,14.41,0.2453,2014,31,14.8,14.5
3606,3536,12.16,0.2684,12.81,0.2467,13.14,0.2166,831,23,12.55,11.9
3607,3536,12.16,0.4202,12.4,0.0698,12.73,0.1488,645,19,12.3,12.0
3608,3536,12.09,0.3522,12.25,0.4175,12.52,0.0936,673,18,12.2,11.75
3609,3536,11.92,0.1413,12.39,0.3428,13.06,0.2168,2173,26,14.3,13.2
3610,3536,12.27,0.2689,13.11,0.268,13.72,0.2297,3343,43,13.5,12.8
3611,3537,36.22,0.1599,37.5,0.2214,38.87,0.0746,12787,83,43.55,40.7
3612,3537,37.48,0.2019,40.76,0.1581,42.95,0.2655,22395,140,43.55,40.8
3613,3537,38.04,0.1299,41.48,0.1754,42.95,0.2702,28061,123,43.0,41.3
3614,3537,41.18,0.1329,42.18,0.1722,43.14,0.1573,24705,66,47.0,41.25
3615,3537,41.68,0.3655,42.81,0.2187,45.33,0.0898,19088,109,42.5,42.05
3616,3537,41.64,0.4248,42.81,0.1215,45.33,0.1271,13256,104,43.4,40.6
3617,3537,42.12,0.322,44.42,0.0895,45.71,0.1547,12007,101,42.85,41.5
3618,3537,41.33,0.2375,42.15,0.2374,42.72,0.176,7040,57,43.65,41.7
3619,3537,41.19,0.1221,42.37,0.3534,43.11,0.2377,9281,62,43.85,41.5
3620,3537,41.19,0.1158,42.33,0.2275,43.19,0.2448,9784,66,42.85,41.65
3621,3537,42.02,0.2146,42.73,0.2232,43.39,0.1523,9198,48,43.3,41.55
3622,3540,38.9,0.0687,39.57,0.3548,40.31,0.2146,14000,54,42.0,41.0
3623,3540,39.53,0.2274,40.39,0.1437,41.45,0.1113,14268,59,44.4,40.15
3624,3540,39.84,0.1473,41.46,0.2201,43.2,0.1315,18606,107,41.75,39.9
3625,3540,40.82,0.2827,42.15,0.2102,43.59,0.0975,18497,98,42.5,38.95
3626,3540,40.9,0.1938,42.44,0.2571,43.82,0.1527,14721,91,40.7,40.05
3627,3540,39.68,0.1468,40.8,0.2494,41.83,0.1367,8216,71,41.25,39.05
3628,3540,39.63,0.1631,40.66,0.2659,41.87,0.1455,7393,71,40.8,40.05
3629,3540,39.4,0.0915,40.05,0.2353,40.69,0.2233,5670,47,41.3,40.3
3630,3540,39.97,0.1327,40.55,0.3527,41.07,0.2198,5696,44,41.8,40.0
3631,3540,39.95,0.1287,40.59,0.4273,41.26,0.1541,5952,54,41.3,40.8
3632,3540,40.53,0.3689,40.95,0.2152,41.4,0.0839,5543,36,43.35,41.45
3633,3541,67.03,0.2032,68.76,0.2005,71.1,0.2406,374,49,77.0,72.5
3634,3541,68.31,0.148,71.56,0.1163,75.08,0.5233,946,80,74.7,71.0
3635,3541,70.0,0.0601,72.76,0.2118,75.07,0.4403,1081,76,72.1,71.0
3636,3541,71.67,0.1098,73.01,0.1948,75.11,0.4218,965,56,73.5,71.0
3637,3541,71.6,0.2314,72.68,0.2975,73.58,0.1116,484,31,71.8,70.7
3638,3541,71.08,0.2661,71.74,0.2749,72.57,0.0819,342,22,71.7,69.7
3639,3541,71.03,0.3493,71.72,0.3042,72.57,0.0789,355,24,71.2,69.2
3640,3541,70.1,0.1056,70.95,0.3696,71.58,0.2079,303,21,70.8,70.5
3641,3541,69.89,0.2383,70.86,0.2746,71.58,0.1373,386,24,70.7,69.6
3642,3541,69.44,0.0854,70.03,0.2744,70.72,0.25,328,20,70.3,70.0
3643,3545,26.8,0.2601,26.97,0.3386,27.27,0.146,3960,18,27.0,26.2
3644,3545,26.76,0.2725,26.98,0.2708,27.27,0.1348,4287,18,26.75,26.2
3645,3545,26.29,0.2472,26.78,0.344,27.17,0.027,3997,26,26.55,26.3
3646,3545,26.32,0.3919,26.74,0.1175,27.39,0.3048,5777,35,27.65,26.9
3647,3545,26.48,0.1149,27.26,0.503,27.56,0.1633,6772,35,27.55,27.2
3648,3545,26.82,0.0792,27.25,0.4873,27.5,0.282,7060,32,28.8,28.5
3649,3545,27.33,0.2811,28.24,0.2847,28.61,0.1885,10373,39,29.4,28.2
3650,3545,27.37,0.1121,28.28,0.302,28.76,0.2855,11562,50,29.3,29.0
3651,3545,27.64,0.0416,28.41,0.362,28.94,0.2234,12770,44,29.75,28.6
3652,3546,93.59,0.1375,95.29,0.1967,96.54,0.1338,3244,48,97.0,93.6
3653,3546,94.12,0.1465,95.54,0.2627,96.59,0.188,3570,44,96.0,93.0
3654,3546,94.4,0.1483,95.6,0.268,96.65,0.1466,3533,39,95.0,92.6
3655,3546,93.83,0.2612,94.9,0.2079,96.19,0.1597,1991,41,95.0,91.4
3656,3546,92.88,0.148,93.88,0.3851,95.08,0.1413,1514,35,93.1,92.4
3657,3546,92.06,0.2448,93.37,0.1885,94.33,0.0821,1438,37,94.6,93.2
3658,3546,91.94,0.2447,92.95,0.2537,93.99,0.1342,1557,37,95.2,93.8
3659,3546,92.01,0.2271,93.36,0.2187,94.52,0.1471,1550,39,94.9,93.6
3660,3546,93.08,0.177,93.87,0.1861,94.58,0.4,1650,29,95.3,93.4
3661,3546,93.6,0.0994,94.18,0.3205,94.72,0.299,1398,22,96.1,93.1
3662,3546,94.07,0.2505,94.76,0.3514,95.51,0.1045,1665,28,94.8,92.0
3663,3548,47.7,0.1418,48.03,0.4752,48.3,0.0461,282,19,48.2,47.8
3664,3548,48.02,0.3004,48.42,0.1545,48.67,0.2747,233,18,49.1,48.7
3665,3548,48.95,0.1263,49.95,0.4379,50.33,0.2695,475,32,52.3,50.7
3666,3548,49.07,0.0613,50.05,0.1982,51.63,0.6067,1322,41,51.6,50.7
3667,3550,20.21,0.2431,20.55,0.1413,20.92,0.3726,2053,23,20.9,21.05
3668,3550,20.27,0.1398,20.63,0.1779,20.91,0.3441,2389,22,21.35,21.05
3669,3550,20.57,0.1562,20.88,0.2997,21.17,0.195,2779,22,21.4,21.15
3670,3550,21.21,0.2879,21.76,0.2696,21.99,0.2277,2574,22,21.8,21.9
3671,3550,21.22,0.1938,21.74,0.3749,21.99,0.2213,2467,18,23.1,22.4
3672,3551,33.15,0.2861,33.69,0.2808,34.47,0.105,381,30,35.4,34.0
3673,3551,33.52,0.1897,34.63,0.315,35.13,0.1834,638,43,35.0,33.8
3674,3551,33.87,0.168,34.63,0.2453,35.12,0.1507,750,37,34.8,34.1
3675,3551,34.01,0.2542,34.65,0.2116,35.12,0.1659,657,33,34.75,34.1
3676,3551,34.0,0.3257,34.37,0.1731,34.81,0.0296,439,24,34.4,34.2
3677,3551,33.91,0.3059,34.17,0.2829,34.46,0.1118,304,19,34.8,34.0
3678,3551,34.09,0.2085,34.27,0.2607,34.66,0.2536,422,19,34.2,33.3
3679,3551,33.99,0.1891,34.26,0.246,34.66,0.3189,439,23,33.9,33.35
3680,3552,106.25,0.1808,113.77,0.1725,117.69,0.272,5195,24,124.5,112.0
3681,3552,106.97,0.0987,116.22,0.0877,121.29,0.3126,12776,34,116.0,112.0
3682,3556,53.15,0.455,54.32,0.2324,54.83,0.1031,611,22,54.9,54.2
3683,3556,53.13,0.2576,54.26,0.397,54.84,0.1106,660,22,54.9,53.9
3684,3556,53.38,0.0936,54.33,0.4939,54.8,0.1221,737,19,54.7,53.8
3685,3557,17.63,0.2274,18.04,0.3036,18.25,0.2238,840,21,18.15,17.6
3686,3557,17.66,0.1294,17.99,0.301,18.24,0.1843,1020,21,17.95,17.6
3687,3557,17.68,0.2053,17.99,0.3281,18.24,0.1723,1091,18,17.75,17.55
3688,3558,157.11,0.2301,160.1,0.2215,162.53,0.1656,4077,19,160.0,150.5
3689,3558,152.23,0.1964,156.56,0.2871,159.9,0.2175,2414,24,154.0,151.5
3690,3558,151.44,0.2709,153.09,0.246,156.69,0.2612,2289,21,154.0,151.5
3691,3558,151.5,0.2501,153.12,0.2487,157.52,0.2254,2063,20,160.0,158.0
3692,3558,152.53,0.1139,156.9,0.317,158.84,0.2884,2063,18,167.0,156.5
3693,3558,156.89,0.2994,159.6,0.2666,164.06,0.236,3500,31,160.0,158.0
3694,3558,158.05,0.3315,160.72,0.1561,164.41,0.2167,2986,22,160.5,159.5
3695,3558,158.65,0.3371,162.23,0.1633,165.02,0.1932,2640,22,163.5,155.5
3696,3561,12.16,0.3917,12.59,0.3687,12.79,0.1006,4424,18,12.4,12.15
3697,3562,15.19,0.2203,15.58,0.2456,15.95,0.2456,513,24,15.3,15.3
3698,3562,15.21,0.2071,15.84,0.0505,16.73,0.3561,396,21,17.1,16.05
3699,3562,15.4,0.1114,16.18,0.0958,16.83,0.4454,449,28,16.8,16.1
3700,3562,15.5,0.0642,16.25,0.1814,16.81,0.3274,623,28,16.4,16.0
3701,3562,16.09,0.201,16.38,0.3158,16.88,0.1005,418,20,16.55,15.8
3702,3562,15.73,0.2005,16.02,0.3032,16.69,0.1858,409,20,16.1,15.7
3703,3563,464.86,0.0442,477.86,0.4659,488.53,0.0901,3685,83,495.5,482.5
3704,3563,478.87,0.2513,486.91,0.1445,492.51,0.156,3128,49,499.5,442.0
3705,3563,478.24,0.1354,485.11,0.2085,492.03,0.1765,2873,53,479.5,461.0
3706,3563,456.9,0.2011,470.52,0.0758,489.02,0.395,3853,107,474.5,457.0
3707,3563,456.86,0.1916,468.53,0.346,488.09,0.1774,4211,103,474.5,472.5
3708,3563,452.67,0.0674,462.77,0.3561,471.63,0.2498,3755,69,485.0,481.5
3709,3563,463.93,0.2645,471.41,0.2507,480.12,0.1645,2669,56,504.0,481.5
3710,3563,467.09,0.0535,483.2,0.2065,495.5,0.2841,3143,91,493.5,475.5
3711,3563,480.12,0.1616,488.98,0.2936,497.51,0.1474,3379,60,493.0,464.0
3712,3563,482.1,0.1509,489.34,0.2929,497.51,0.1158,3506,53,482.5,470.0
3713,3563,468.83,0.1411,479.98,0.1714,488.42,0.3295,2346,60,485.0,472.5
3714,3576,11.2,0.3321,11.58,0.3256,11.78,0.1757,22208,19,11.45,11.2
3715,3576,11.19,0.329,11.36,0.2806,11.68,0.2113,23987,19,11.4,11.1
3716,3577,38.82,0.231,40.36,0.2215,40.93,0.1646,316,37,40.35,40.0
3717,3577,38.73,0.1183,40.11,0.2507,40.74,0.1408,355,37,40.65,40.05
3718,3577,38.75,0.092,40.12,0.2736,40.7,0.2005,424,36,40.45,39.9
3719,3577,40.03,0.3074,40.28,0.2296,40.59,0.1556,257,19,40.3,40.0
3720,3577,40.14,0.2222,40.9,0.2857,41.25,0.1481,189,19,41.7,41.0
3721,3577,40.23,0.0694,40.92,0.3873,41.36,0.1561,173,26,41.6,41.1
3722,3577,40.93,0.3282,41.24,0.2308,41.53,0.1487,195,18,41.5,40.8
3723,3579,14.35,0.1709,14.87,0.0849,15.68,0.5052,2013,32,17.25,15.65
3724,3579,14.59,0.0586,15.98,0.2535,17.1,0.471,6533,55,17.0,15.8
3725,3579,14.75,0.0299,15.98,0.2612,17.05,0.3927,8296,60,16.3,15.15
3726,3579,15.97,0.1989,16.4,0.098,17.1,0.2463,7431,33,16.35,15.25
3727,3579,15.33,0.1198,15.95,0.5081,16.58,0.1044,3765,37,15.8,15.35
3728,3579,15.33,0.1749,15.72,0.2399,16.03,0.2236,2464,25,15.9,15.1
3729,3579,15.37,0.2918,15.69,0.2598,16.04,0.1148,2152,25,15.4,14.25
3730,3580,38.77,0.2609,41.77,0.1781,42.6,0.2609,483,60,41.7,41.7
3731,3580,39.49,0.0882,41.12,0.1697,42.43,0.2195,442,57,44.0,40.85
3732,3580,40.88,0.1167,41.98,0.3272,42.9,0.151,437,44,42.3,42.0
3733,3580,40.93,0.1619,41.9,0.254,43.97,0.0794,315,36,42.5,42.25
3734,3580,41.36,0.1019,42.08,0.5957,43.97,0.0772,324,24,46.4,46.45
